"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2021,2514.28
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2022,2418.04
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2030,2521.64
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2035,2547.24
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2040,2556.4
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2050,2498.48
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2022,2418.04
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2030,2298.73
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2035,2041.3
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2040,1716.43
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2050,1142.78
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2022,2418.04
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2030,1911.23
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2035,1342.9
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2040,874.69
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-metallic minerals: cement","Mt CO2","World",2050,78.76
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2010,184.82
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2021,260.72
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2022,265.25
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2030,274.61
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2035,272.22
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2040,270.41
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2050,244.62
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2022,265.25
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2030,253.32
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2035,226.31
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2040,173.22
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2050,62.55
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2022,265.25
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2030,218.3
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2035,171.65
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2040,106.87
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion and process","Total","Non-ferrous metals: aluminium","Mt CO2","World",2050,7.88
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2010,7013.58
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2021,7599.12
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2022,7874.06
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2030,8281.71
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2035,8091.83
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2040,7953.56
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2050,8059.9
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2022,7874.06
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2030,7554.71
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2035,6505.38
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2040,5369.52
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2050,3786.45
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2022,7874.06
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2030,5991.84
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2035,4062.01
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2040,2429.71
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Transport","Mt CO2","World",2050,578.1
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road","Mt CO2","World",2010,5215.87
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road","Mt CO2","World",2021,5847
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road","Mt CO2","World",2022,5963.76
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road","Mt CO2","World",2030,5940.28
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road","Mt CO2","World",2035,5629.19
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road","Mt CO2","World",2040,5369.43
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road","Mt CO2","World",2050,5164.78
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road","Mt CO2","World",2022,5963.76
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road","Mt CO2","World",2030,5423.22
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road","Mt CO2","World",2035,4538.52
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road","Mt CO2","World",2040,3593.78
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road","Mt CO2","World",2050,2336.67
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road","Mt CO2","World",2022,5963.76
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road","Mt CO2","World",2030,4213.44
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road","Mt CO2","World",2035,2718.24
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road","Mt CO2","World",2040,1491.39
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road","Mt CO2","World",2050,235.65
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2010,2608.57
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2021,2929.91
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2022,2974.89
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2030,2716.06
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2035,2414.33
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2040,2177.01
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2050,1935.34
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2022,2974.89
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2030,2465.87
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2035,1901.67
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2040,1404.35
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2050,843.76
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2022,2974.89
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2030,1751.89
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2035,916.19
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2040,402.68
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road passenger light duty vehicle","Mt CO2","World",2050,37.19
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2010,1488.87
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2021,1765.87
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2022,1812.33
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2030,2050.29
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2035,2128.02
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2040,2203.22
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2050,2341.87
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2022,1812.33
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2030,1864.28
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2035,1738.45
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2040,1508.13
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2050,1077.94
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2022,1812.33
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2030,1609.91
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2035,1283.7
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2040,855.75
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Road heavy-duty trucks","Mt CO2","World",2050,177.78
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2010,754.41
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2021,660.84
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2022,792.21
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2030,1194.83
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2035,1313.08
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2040,1415.29
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2050,1583.48
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2022,792.21
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2030,1128.7
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2035,1131.39
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2040,1097.31
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2050,978.69
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2022,792.21
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2030,931.7
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2035,744.03
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2040,554.26
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total aviation (domestic and bunkers)","Mt CO2","World",2050,207.67
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2010,797.32
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2021,827.43
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2022,855.22
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2030,904.01
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2035,916.61
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2040,942.97
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2050,1097.57
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2022,855.22
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2030,803.05
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2035,669.63
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2040,542.88
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2050,383.5
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2022,855.22
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2030,695.05
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2035,495.1
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2040,313.18
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Total navigation (domestic and bunkers)","Mt CO2","World",2050,111.81
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2010,2890.57
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2021,2972.73
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2022,2979.28
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2030,2802.43
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2035,2579.87
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2040,2426.52
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2050,2306.75
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2022,2979.28
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2030,2474.52
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2035,1962.55
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2040,1577.62
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2050,1175.92
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2022,2979.28
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2030,1740.68
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2035,971.13
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2040,462.78
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Buildings","Mt CO2","World",2050,54.38
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2010,1961.42
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2021,2013.48
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2022,1996.73
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2030,1790.58
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2035,1638
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2040,1525.83
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2050,1401.96
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2022,1996.73
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2030,1605.27
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2035,1260.16
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2040,990.23
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2050,682.76
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2022,1996.73
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2030,1188.6
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2035,674.9
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2040,325.68
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Residential","Mt CO2","World",2050,47.99
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Services","Mt CO2","World",2010,929.15
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Services","Mt CO2","World",2021,959.25
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Services","Mt CO2","World",2022,982.55
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Services","Mt CO2","World",2030,1011.85
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Services","Mt CO2","World",2035,941.87
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Services","Mt CO2","World",2040,900.69
"World Energy Outlook 2023","Stated Policies Scenario","CO2 combustion","Total","Services","Mt CO2","World",2050,904.8
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Services","Mt CO2","World",2022,982.55
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Services","Mt CO2","World",2030,869.25
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Services","Mt CO2","World",2035,702.39
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Services","Mt CO2","World",2040,587.39
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 combustion","Total","Services","Mt CO2","World",2050,493.15
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Services","Mt CO2","World",2022,982.55
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Services","Mt CO2","World",2030,552.08
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Services","Mt CO2","World",2035,296.22
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Services","Mt CO2","World",2040,137.11
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 combustion","Total","Services","Mt CO2","World",2050,6.39
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2021,1.51
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2022,1.69
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2030,23.51
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2035,36.84
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2040,51.24
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2050,88.79
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2022,1.69
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2030,127.73
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2035,289.38
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2040,517.07
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2050,847.56
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2022,1.69
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2030,234.13
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2035,632.15
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2040,995.43
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total removed","Total","Total energy supply","Mt CO2","World",2050,1710.44
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2010,15.35
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2021,40.64
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2022,41.81
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2030,116.35
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2035,196.63
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2040,275.51
"World Energy Outlook 2023","Stated Policies Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2050,400.92
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2022,41.81
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2030,441.14
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2035,1177.81
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2040,2060.79
"World Energy Outlook 2023","Announced Pledges Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2050,3729.69
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2022,41.81
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2030,1024.36
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2035,2421.31
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","CO2 total captured","Total","Total energy supply","Mt CO2","World",2040,3724.43
